AnimalID,AnimalType,Breed,Color,EntryDate,ReleaseDate,OutcomeType,Sex,Age,Year,Month,IsAdopted
A689083,Dog,Manchester Terrier Mix,Black/Tan,2016-07-08 10:12:00,2016-07-12 16:56:00,Adoption,Neutered Male,2 years,2016,7,True
A756818,Cat,Domestic Shorthair Mix,Tortie,2017-08-25 18:43:00,2017-09-03 16:10:00,Adoption,Spayed Female,2 years,2017,9,True
A724460,Bird,Duck Mix,White,2016-04-17 19:03:00,2016-04-27 17:36:00,Adoption,Intact Female,4 months,2016,4,True
A692951,Cat,Domestic Shorthair Mix,Gray Tabby/White,2014-11-29 10:41:00,2014-11-30 09:00:00,Transfer,Intact Male,1 year,2014,11,False
A733423,Cat,Domestic Shorthair Mix,Black,2016-08-21 15:47:00,2016-09-05 18:13:00,Adoption,Intact Female,2 months,2016,9,True
A672406,Other,Raccoon,Brown/Black,2014-02-09 15:26:00,2014-02-09 15:46:00,Euthanasia,Unknown,7 years,2014,2,False
A728359,Dog,Labrador Retriever Mix,Black/White,2016-06-02 18:36:00,2016-06-25 11:25:00,Adoption,Intact Male,1 month,2016,6,True
A743447,Dog,Chihuahua Shorthair Mix,Tan/White,2017-02-10 15:31:00,2017-02-11 15:25:00,Return to Owner,Neutered Male,2 years,2017,2,False
A743447,Dog,Chihuahua Shorthair Mix,Tan/White,2017-02-10 15:31:00,2017-04-28 11:14:00,Return to Owner,Neutered Male,2 years,2017,4,False
A676571,Dog,German Shepherd Mix,Black/Brown,2014-04-14 18:30:00,2014-07-24 15:46:00,Return to Owner,Intact Female,2 years,2014,7,False
A676571,Dog,German Shepherd Mix,Black/Brown,2014-04-14 18:30:00,2014-04-18 13:07:00,Return to Owner,Intact Female,2 years,2014,4,False
A676571,Dog,German Shepherd Mix,Black/Brown,2014-04-14 18:30:00,2016-02-04 11:40:00,Euthanasia,Intact Female,2 years,2016,2,False
A744459,Dog,Labrador Retriever Mix,Tan/White,2017-03-01 13:39:00,2017-03-08 15:57:00,Transfer,Intact Female,3 years,2017,3,False
A669237,Other,Raccoon Mix,Gray/Black,2013-12-17 14:06:00,2013-12-17 14:51:00,Euthanasia,Unknown,2 years,2013,12,False
A685589,Cat,Domestic Shorthair Mix,Torbie,2014-08-09 15:16:00,2014-08-09 15:59:00,Transfer,Intact Female,1 year,2014,8,False
A720265,Dog,Australian Cattle Dog/Jack Russell Terrier,White/Brown,2016-02-05 15:44:00,2016-02-07 12:53:00,Transfer,Intact Female,3 months,2016,2,False
A724786,Cat,Domestic Shorthair Mix,White/Orange Tabby,2016-04-21 18:34:00,2016-04-22 16:19:00,Transfer,Unknown,2 weeks,2016,4,False
A761080,Cat,American Shorthair Mix,Gray Tabby/White,2017-10-28 16:16:00,2017-10-30 08:15:00,Transfer,Unknown,3 weeks,2017,10,False
A685747,Dog,Pit Bull/Australian Cattle Dog,Black/White,2014-08-12 09:14:00,2014-10-16 12:50:00,Return to Owner,Spayed Female,1 year,2014,10,False
A733245,Cat,Domestic Shorthair Mix,Cream Tabby,2016-08-19 12:21:00,2016-08-20 19:20:00,Transfer,Intact Male,4 weeks,2016,8,False
A730239,Cat,Domestic Shorthair Mix,Black/White,2016-06-30 15:00:00,2016-12-13 11:41:00,Adoption,Intact Male,1 month,2016,12,True
A766745,Dog,Chihuahua Shorthair Mix,Brown/White,2018-02-15 16:05:00,2018-02-18 15:39:00,Return to Owner,Intact Female,7 months,2018,2,False
A713421,Dog,Australian Cattle Dog Mix,Black/White,2015-10-06 15:47:00,2015-10-07 08:30:00,Transfer,Intact Female,1 month,2015,10,False
A736274,Cat,Domestic Shorthair Mix,Black/White,2016-10-08 11:02:00,2016-10-09 09:00:00,Transfer,Intact Male,1 year,2016,10,False
A687054,Dog,Pit Bull Mix,Brown Brindle/White,2015-05-01 17:28:00,2014-09-11 16:27:00,Return to Owner,Spayed Female,2 years,2014,9,False
A687054,Dog,Pit Bull Mix,Brown Brindle/White,2015-05-01 17:28:00,2015-05-27 11:16:00,Transfer,Spayed Female,2 years,2015,5,False
A727108,Dog,Chihuahua Shorthair Mix,White/Tan,2016-05-18 12:28:00,2016-05-19 14:06:00,Transfer,Intact Female,7 months,2016,5,False
A732906,Dog,Siberian Husky Mix,Black/White,2016-08-14 15:25:00,2017-05-10 11:35:00,Return to Owner,Intact Male,10 months,2017,5,False
A732906,Dog,Siberian Husky Mix,Black/White,2016-08-14 15:25:00,2016-08-15 11:28:00,Return to Owner,Intact Male,10 months,2016,8,False
A683869,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-07-16 11:19:00,2014-08-23 13:01:00,Adoption,Intact Male,1 month,2014,8,True
A710898,Dog,Labrador Retriever Mix,Black,2015-08-29 14:36:00,2016-02-01 00:00:00,Transfer,Neutered Male,2 years,2016,2,False
A710898,Dog,Labrador Retriever Mix,Black,2015-08-29 14:36:00,2015-12-26 16:32:00,Adoption,Neutered Male,2 years,2015,12,True
A684743,Other,Bat Mix,Brown,2014-07-27 20:53:00,2014-07-28 09:21:00,Euthanasia,Unknown,5 months,2014,7,False
A749634,Cat,Domestic Shorthair Mix,Brown Tabby,2017-05-17 12:18:00,2017-05-22 19:08:00,Adoption,Intact Male,1 month,2017,5,True
A740799,Dog,Pointer Mix,Black/White,2016-12-23 11:23:00,2016-12-28 13:14:00,Return to Owner,Intact Male,1 year,2016,12,False
A740799,Dog,Pointer Mix,Black/White,2016-12-23 11:23:00,2017-01-24 14:18:00,Return to Owner,Intact Male,1 year,2017,1,False
A740799,Dog,Pointer Mix,Black/White,2016-12-23 11:23:00,2017-02-12 17:07:00,Adoption,Intact Male,1 year,2017,2,True
A703808,Cat,Domestic Shorthair Mix,Blue Tabby/White,2015-05-29 11:16:00,2015-08-28 12:55:00,Adoption,Intact Male,4 weeks,2015,8,True
A675023,Other,Opossum Mix,Gray,2014-03-21 16:12:00,2014-03-21 16:16:00,Died,Intact Male,1 year,2014,3,False
A732436,Cat,Domestic Longhair Mix,Brown Tabby,2016-08-07 16:22:00,2016-08-08 09:00:00,Transfer,Spayed Female,1 year,2016,8,False
A643862,Dog,Beagle/Australian Cattle Dog,Red Tick/Brown,2015-08-23 11:50:00,2015-10-30 16:27:00,Return to Owner,Neutered Male,5 years,2015,10,False
A643862,Dog,Beagle/Australian Cattle Dog,Red Tick/Brown,2015-08-23 11:50:00,2015-08-25 18:48:00,Return to Owner,Neutered Male,5 years,2015,8,False
A706074,Cat,Domestic Shorthair Mix,Black,2015-06-24 12:53:00,2015-06-25 09:00:00,Transfer,Unknown,9 months,2015,6,False
A699963,Dog,Pit Bull/Queensland Heeler,Brown Brindle/White,2015-04-05 11:00:00,2015-04-11 17:30:00,Adoption,Intact Female,7 months,2015,4,True
A727731,Cat,Domestic Shorthair Mix,Torbie/White,2016-05-25 12:23:00,2016-07-04 15:30:00,Adoption,Intact Female,1 year,2016,7,True
A727731,Cat,Domestic Shorthair Mix,Torbie/White,2016-05-25 12:23:00,2016-06-29 14:19:00,Adoption,Intact Female,1 year,2016,6,True
A727731,Cat,Domestic Shorthair Mix,Torbie/White,2016-05-25 12:23:00,2016-07-16 18:17:00,Adoption,Intact Female,1 year,2016,7,True
A745276,Dog,German Shepherd Mix,Sable,2017-03-15 14:46:00,2017-03-19 18:33:00,Adoption,Intact Male,2 months,2017,3,True
A759712,Cat,Domestic Shorthair Mix,Gray Tabby/White,2017-10-06 12:50:00,2017-10-14 16:25:00,Adoption,Intact Male,1 month,2017,10,True
A631188,Cat,Domestic Shorthair Mix,Black/White,2016-09-18 08:49:00,2016-09-20 08:46:00,Died,Spayed Female,4 years,2016,9,False
A650399,Dog,Yorkshire Terrier/Chihuahua Longhair,Silver/Tan,2013-11-06 11:11:00,2013-11-15 16:23:00,Transfer,Neutered Male,2 years,2013,11,False
A695762,Dog,Beagle/Pointer,White/Red,2015-01-22 11:32:00,2015-02-05 18:00:00,Adoption,Intact Male,3 years,2015,2,True
A695762,Dog,Beagle/Pointer,White/Red,2015-01-22 11:32:00,2015-03-15 15:17:00,Adoption,Intact Male,3 years,2015,3,True
A704820,Other,Bat,Red,2015-06-09 12:43:00,2015-06-10 08:09:00,Euthanasia,Unknown,4 days,2015,6,False
A679861,Cat,Domestic Shorthair Mix,Tortie,2014-05-27 16:22:00,2014-06-05 17:45:00,Return to Owner,Spayed Female,1 year,2014,6,False
A698638,Dog,Beagle/Vizsla,Brown/White,2015-06-07 19:01:00,2015-03-18 12:34:00,Return to Owner,Spayed Female,2 years,2015,3,False
A698638,Dog,Beagle/Vizsla,Brown/White,2015-06-07 19:01:00,2015-04-20 18:06:00,Return to Owner,Spayed Female,2 years,2015,4,False
A698638,Dog,Beagle/Vizsla,Brown/White,2015-06-07 19:01:00,2015-05-26 16:56:00,Return to Owner,Spayed Female,2 years,2015,5,False
A698638,Dog,Beagle/Vizsla,Brown/White,2015-06-07 19:01:00,2015-06-07 14:47:00,Adoption,Spayed Female,2 years,2015,6,True
A698638,Dog,Beagle/Vizsla,Brown/White,2015-06-07 19:01:00,2015-06-10 13:01:00,Adoption,Spayed Female,2 years,2015,6,True
A725259,Cat,Domestic Medium Hair Mix,Blue,2016-04-27 12:21:00,2016-06-20 17:35:00,Adoption,Intact Male,5 years,2016,6,True
A725259,Cat,Domestic Medium Hair Mix,Blue,2016-04-27 12:21:00,2016-08-27 14:07:00,Adoption,Intact Male,5 years,2016,8,True
A737522,Cat,Domestic Shorthair Mix,Calico,2016-10-30 14:51:00,2017-01-23 12:12:00,Adoption,Intact Female,0 years,2017,1,True
A648300,Dog,Cane Corso Mix,Blue,2014-08-14 15:53:00,2014-02-06 14:58:00,Adoption,Neutered Male,4 years,2014,2,True
A648300,Dog,Cane Corso Mix,Blue,2014-08-14 15:53:00,2014-08-18 11:13:00,Transfer,Neutered Male,4 years,2014,8,False
A648300,Dog,Cane Corso Mix,Blue,2014-08-14 15:53:00,2014-12-21 11:47:00,Return to Owner,Neutered Male,4 years,2014,12,False
A748817,Bird,Duck Mix,Yellow,2017-05-07 13:13:00,2017-05-11 18:36:00,Adoption,Unknown,4 months,2017,5,True
A736844,Cat,Domestic Medium Hair Mix,Calico,2016-10-18 11:00:00,2016-10-30 16:45:00,Adoption,Intact Female,2 months,2016,10,True
A735842,Other,Bat Mix,Brown,2016-09-30 13:02:00,2016-09-30 13:12:00,Euthanasia,Unknown,1 year,2016,9,False
A684617,Cat,Domestic Shorthair Mix,Black,2014-07-26 11:34:00,2014-07-27 09:00:00,Transfer,Intact Female,2 years,2014,7,False
A665793,Dog,Australian Shepherd Mix,Black/White,2013-12-31 16:56:00,2014-01-06 17:46:00,Adoption,Spayed Female,11 months,2014,1,True
A726764,Cat,Domestic Shorthair Mix,Torbie/White,2016-05-14 12:21:00,2016-05-14 17:07:00,Transfer,Unknown,1 week,2016,5,False
A765588,Dog,Chihuahua Shorthair Mix,Brown,2018-01-23 10:51:00,2018-01-24 10:12:00,Transfer,Intact Female,1 month,2018,1,False
A706381,Cat,Domestic Shorthair Mix,Torbie,2015-06-28 12:31:00,2015-10-09 15:26:00,Transfer,Intact Female,1 month,2015,10,False
A727317,Dog,Pit Bull,Black Brindle,2016-05-21 09:14:00,2017-02-28 09:00:00,Adoption,Intact Female,2 years,2017,2,True
A749665,Cat,Domestic Shorthair Mix,Chocolate Point,2017-05-18 02:13:00,2017-05-19 11:13:00,Return to Owner,Unknown,2 years,2017,5,False
A748498,Dog,Pit Bull Mix,Blue/White,2017-05-03 13:43:00,2017-07-07 17:49:00,Adoption,Intact Female,3 months,2017,7,True
A730641,Dog,Basset Hound Mix,White,2016-07-07 17:50:00,2016-07-10 10:37:00,Return to Owner,Intact Female,2 years,2016,7,False
A675006,Dog,Chihuahua Shorthair Mix,White/Brown,2014-03-21 13:29:00,2014-04-10 18:44:00,Adoption,Intact Female,1 year,2014,4,True
A718223,Dog,St. Bernard Rough Coat/Boxer,White/Brown,2015-12-29 09:24:00,2016-05-04 15:28:00,Return to Owner,Neutered Male,7 months,2016,5,False
A718223,Dog,St. Bernard Rough Coat/Boxer,White/Brown,2015-12-29 09:24:00,2016-01-12 15:35:00,Return to Owner,Neutered Male,7 months,2016,1,False
A718223,Dog,St. Bernard Rough Coat/Boxer,White/Brown,2015-12-29 09:24:00,2016-12-31 16:49:00,Return to Owner,Neutered Male,7 months,2016,12,False
A718223,Dog,St. Bernard Rough Coat/Boxer,White/Brown,2015-12-29 09:24:00,2017-09-20 17:30:00,Return to Owner,Neutered Male,7 months,2017,9,False
A718223,Dog,St. Bernard Rough Coat/Boxer,White/Brown,2015-12-29 09:24:00,2017-01-24 14:24:00,Return to Owner,Neutered Male,7 months,2017,1,False
A718223,Dog,St. Bernard Rough Coat/Boxer,White/Brown,2015-12-29 09:24:00,2017-12-08 16:25:00,Return to Owner,Neutered Male,7 months,2017,12,False
A718223,Dog,St. Bernard Rough Coat/Boxer,White/Brown,2015-12-29 09:24:00,2018-01-29 18:29:00,Rto-Adopt,Neutered Male,7 months,2018,1,False
A718223,Dog,St. Bernard Rough Coat/Boxer,White/Brown,2015-12-29 09:24:00,2016-03-11 16:22:00,Return to Owner,Neutered Male,7 months,2016,3,False
A718223,Dog,St. Bernard Rough Coat/Boxer,White/Brown,2015-12-29 09:24:00,2018-01-06 15:55:00,Return to Owner,Neutered Male,7 months,2018,1,False
A718223,Dog,St. Bernard Rough Coat/Boxer,White/Brown,2015-12-29 09:24:00,2017-08-25 11:24:00,Return to Owner,Neutered Male,7 months,2017,8,False
A718223,Dog,St. Bernard Rough Coat/Boxer,White/Brown,2015-12-29 09:24:00,2015-12-26 13:52:00,Return to Owner,Neutered Male,7 months,2015,12,False
A742526,Cat,Domestic Shorthair Mix,Black,2017-01-23 12:33:00,2017-01-24 09:00:00,Transfer,Intact Male,1 year,2017,1,False
A737680,Dog,Pit Bull Mix,Blue,2016-11-02 13:46:00,2016-11-04 13:45:00,Return to Owner,Intact Female,3 years,2016,11,False
A636843,Dog,Chihuahua Shorthair Mix,Black/Brown,2016-09-14 11:06:00,2016-09-16 14:33:00,Return to Owner,Neutered Male,6 years,2016,9,False
A665185,Cat,Domestic Shorthair Mix,Brown Tabby/White,2013-10-14 18:32:00,2013-12-03 15:35:00,Adoption,Intact Male,3 weeks,2013,12,True
A766145,Dog,Pit Bull/Labrador Retriever,White/Brown Brindle,2018-02-21 11:43:00,2018-02-21 16:39:00,Return to Owner,Intact Female,1 year,2018,2,False
A766145,Dog,Pit Bull/Labrador Retriever,White/Brown Brindle,2018-02-21 11:43:00,2018-02-04 17:26:00,Return to Owner,Intact Female,1 year,2018,2,False
A761477,Dog,Chihuahua Shorthair Mix,White/Tan,2017-11-05 14:56:00,2017-11-16 12:51:00,Adoption,Intact Male,5 years,2017,11,True
A729665,Cat,Domestic Shorthair Mix,Orange Tabby/White,2016-06-22 06:39:00,2016-06-29 17:35:00,Adoption,Intact Female,2 years,2016,6,True
A742598,Cat,Domestic Shorthair Mix,Black/White,2017-01-24 17:38:00,2017-01-29 12:22:00,Adoption,Intact Male,1 year,2017,1,True
A716796,Dog,Dachshund Mix,Brown Brindle/White,2015-11-25 11:35:00,2015-12-05 11:21:00,Adoption,Intact Female,1 year,2015,12,True
A673811,Cat,Domestic Longhair Mix,Brown Tabby,2014-03-02 17:27:00,2014-03-14 11:02:00,Transfer,Intact Female,3 years,2014,3,False
A678575,Dog,Shih Tzu,Tan/White,2014-05-19 15:35:00,2014-05-20 14:29:00,Transfer,Neutered Male,5 years,2014,5,False
A730898,Dog,Pit Bull Mix,Black/White,2016-07-16 14:39:00,2016-11-27 16:38:00,Adoption,Intact Male,4 years,2016,11,True
A730898,Dog,Pit Bull Mix,Black/White,2016-07-16 14:39:00,2016-07-25 17:02:00,Adoption,Intact Male,4 years,2016,7,True
A681463,Cat,Domestic Shorthair Mix,Calico,2014-06-17 11:02:00,2014-06-23 16:47:00,Transfer,Intact Female,1 month,2014,6,False
A742712,Dog,Australian Kelpie Mix,Tan/Black,2017-01-26 15:39:00,2017-04-04 15:53:00,Adoption,Neutered Male,1 year,2017,4,True
A742712,Dog,Australian Kelpie Mix,Tan/Black,2017-01-26 15:39:00,2017-03-21 17:25:00,Adoption,Neutered Male,1 year,2017,3,True
A742712,Dog,Australian Kelpie Mix,Tan/Black,2017-01-26 15:39:00,2017-01-31 19:06:00,Adoption,Neutered Male,1 year,2017,1,True
A698211,Dog,Pit Bull/Chinese Sharpei,Brown/White,2016-02-28 16:40:00,2015-03-11 18:29:00,Return to Owner,Neutered Male,2 years,2015,3,False
A698211,Dog,Pit Bull/Chinese Sharpei,Brown/White,2016-02-28 16:40:00,2016-04-24 11:04:00,Return to Owner,Neutered Male,2 years,2016,4,False
A719156,Dog,German Shepherd Mix,Black/Brown,2016-01-14 12:23:00,2016-01-19 17:23:00,Adoption,Intact Male,1 month,2016,1,True
A754055,Dog,Plott Hound Mix,Brown Brindle/White,2017-07-14 17:19:00,2017-07-18 17:26:00,Adoption,Intact Female,1 month,2017,7,True
A713732,Dog,German Shepherd Mix,Brown/Black,2015-10-11 23:28:00,2015-10-12 18:48:00,Return to Owner,Intact Female,7 months,2015,10,False
A728301,Dog,Pit Bull Mix,Black/White,2016-06-02 19:21:00,2016-06-02 17:38:00,Died,Unknown,0 years,2016,6,False
A665572,Dog,Great Pyrenees Mix,White,2013-10-19 14:09:00,2013-10-24 11:11:00,Transfer,Intact Male,1 year,2013,10,False
A694559,Dog,Chihuahua Shorthair Mix,Tan,2014-12-30 15:40:00,2014-12-30 19:17:00,Return to Owner,Spayed Female,7 years,2014,12,False
A728772,Dog,Glen Of Imaal Mix,Tricolor,2016-06-08 13:51:00,2016-08-12 17:26:00,Adoption,Intact Female,2 years,2016,8,True
A758105,Cat,American Shorthair Mix,Brown Tabby/White,2017-09-10 16:21:00,2017-11-26 14:29:00,Adoption,Intact Male,0 years,2017,11,True
A670515,Cat,Domestic Medium Hair Mix,White/Brown Tabby,2014-01-09 13:51:00,2014-01-09 14:41:00,Return to Owner,Neutered Male,2 years,2014,1,False
A696843,Cat,Domestic Longhair Mix,Tortie/White,2015-02-13 12:38:00,2015-02-15 16:06:00,Return to Owner,Intact Female,20 years,2015,2,False
A756543,Dog,German Shepherd Mix,Black/Tan,2017-08-21 16:56:00,2017-08-25 18:11:00,Adoption,Intact Male,1 year,2017,8,True
A691373,Cat,Domestic Shorthair Mix,Tortie,2014-11-03 15:18:00,2014-11-12 13:00:00,Adoption,Intact Female,1 month,2014,11,True
A686090,Cat,Domestic Shorthair Mix,Black/White,2014-08-16 13:32:00,2014-08-17 09:00:00,Transfer,Intact Male,4 months,2014,8,False
A753306,Cat,Domestic Shorthair Mix,Black/White,2017-07-04 14:44:00,2017-07-05 14:58:00,Transfer,Intact Female,3 weeks,2017,7,False
A694467,Cat,Domestic Shorthair Mix,Brown Tabby,2014-12-29 11:28:00,2015-03-13 15:10:00,Transfer,Intact Female,1 year,2015,3,False
A717012,Cat,Domestic Shorthair Mix,Black/White,2015-11-30 16:15:00,2015-12-04 19:43:00,Transfer,Intact Female,8 months,2015,12,False
A744044,Dog,Bichon Frise Mix,White,2017-02-22 11:02:00,2017-02-22 13:32:00,Euthanasia,Intact Male,2 years,2017,2,False
A683845,Dog,Collie Smooth Mix,Sable/White,2014-07-16 11:10:00,2014-07-20 13:13:00,Transfer,Neutered Male,9 months,2014,7,False
A701695,Dog,Pit Bull Mix,Chocolate/White,2015-05-03 13:37:00,2015-05-07 18:19:00,Adoption,Intact Male,2 months,2015,5,True
A674782,Dog,Catahoula Mix,Red,2014-03-25 16:57:00,2014-03-22 17:16:00,Return to Owner,Neutered Male,1 month,2014,3,False
A674782,Dog,Catahoula Mix,Red,2014-03-25 16:57:00,2014-03-25 18:48:00,Transfer,Neutered Male,1 month,2014,3,False
A721708,Cat,Domestic Shorthair Mix,Blue Tabby/White,2016-03-06 10:50:00,2016-03-26 17:43:00,Return to Owner,Neutered Male,7 months,2016,3,False
A721708,Cat,Domestic Shorthair Mix,Blue Tabby/White,2016-03-06 10:50:00,2016-03-05 12:18:00,Adoption,Neutered Male,7 months,2016,3,True
A759132,Dog,Labrador Retriever Mix,White/Brown,2017-09-27 15:08:00,2017-10-02 18:57:00,Adoption,Intact Female,1 year,2017,10,True
A759132,Dog,Labrador Retriever Mix,White/Brown,2017-09-27 15:08:00,2017-11-21 15:08:00,Adoption,Intact Female,1 year,2017,11,True
A732609,Cat,Domestic Shorthair Mix,Black,2016-08-10 14:52:00,2016-08-18 10:29:00,Transfer,Unknown,2 weeks,2016,8,False
A747488,Dog,Miniature Schnauzer Mix,Black,2017-04-20 12:25:00,2017-04-20 12:26:00,Transfer,Intact Male,1 year,2017,4,False
A739663,Dog,Siberian Husky Mix,Black/White,2016-12-05 16:52:00,2016-12-09 17:47:00,Return to Owner,Intact Male,1 year,2016,12,False
A687155,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-02-20 13:16:00,2014-09-18 18:00:00,Adoption,Neutered Male,7 months,2014,9,True
A687155,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-02-20 13:16:00,2015-02-20 14:30:00,Return to Owner,Neutered Male,7 months,2015,2,False
A727754,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-05-25 14:08:00,2016-05-31 18:26:00,Transfer,Intact Male,1 year,2016,5,False
A735449,Dog,Chihuahua Shorthair Mix,Sable/Tan,2016-09-23 17:23:00,2016-10-01 15:39:00,Transfer,Intact Male,7 years,2016,10,False
A680265,Dog,German Shepherd,Brown,2014-05-31 15:09:00,2014-05-31 16:31:00,Transfer,Intact Male,2 months,2014,5,False
A754436,Bird,Dove Mix,Gray,2017-07-20 18:25:00,2017-07-20 18:34:00,Euthanasia,Unknown,1 year,2017,7,False
A764039,Cat,Domestic Shorthair Mix,Brown Tabby,2017-12-20 15:05:00,2018-01-11 12:33:00,Rto-Adopt,Neutered Male,5 years,2018,1,False
A765059,Bird,Chicken Mix,Black/White,2018-01-12 11:50:00,2018-01-29 19:42:00,Adoption,Intact Female,1 year,2018,1,True
A698685,Dog,Great Pyrenees Mix,Brown Brindle/White,2015-03-16 12:29:00,2015-03-24 15:24:00,Adoption,Intact Female,2 months,2015,3,True
A706211,Cat,Domestic Shorthair Mix,Orange Tabby,2015-06-26 11:44:00,2015-10-02 17:12:00,Adoption,Intact Male,1 month,2015,10,True
A676793,Dog,German Shorthair Pointer Mix,Black/Blue Merle,2014-04-15 12:21:00,2014-04-15 17:40:00,Return to Owner,Spayed Female,2 years,2014,4,False
A666260,Dog,Pointer Mix,Brown/White,2013-10-29 14:51:00,2013-10-29 17:32:00,Return to Owner,Spayed Female,2 years,2013,10,False
A755178,Dog,Labrador Retriever Mix,Black/White,2017-07-30 12:21:00,2017-07-30 16:07:00,Transfer,Intact Male,1 month,2017,7,False
A756397,Dog,Vizsla,Tan,2017-08-18 18:54:00,2017-08-27 14:31:00,Adoption,Neutered Male,7 months,2017,8,True
A714817,Cat,Domestic Shorthair Mix,Blue Tabby,2015-10-28 14:02:00,2015-11-03 11:52:00,Transfer,Intact Female,3 weeks,2015,11,False
A742480,Cat,Domestic Shorthair Mix,Cream/Orange,2017-01-22 12:12:00,2017-01-26 18:50:00,Adoption,Intact Female,1 month,2017,1,True
A763027,Dog,Labrador Retriever/Pit Bull,Black,2017-12-01 16:06:00,2018-01-29 17:31:00,Transfer,Spayed Female,3 years,2018,1,False
A699524,Other,Bat,Brown/Black,2015-03-29 00:40:00,2015-03-29 07:57:00,Euthanasia,Unknown,4 weeks,2015,3,False
A687772,Cat,Domestic Shorthair Mix,Brown Tabby,2014-09-09 16:51:00,2014-11-25 14:12:00,Transfer,Intact Female,1 year,2014,11,False
A648595,Dog,Dachshund Wirehair Mix,Tricolor,2015-10-30 22:30:00,2015-11-01 12:03:00,Return to Owner,Spayed Female,3 years,2015,11,False
A730202,Cat,Domestic Shorthair Mix,Cream Tabby/White,2016-06-30 11:29:00,2016-07-04 13:05:00,Adoption,Intact Male,2 months,2016,7,True
A730202,Cat,Domestic Shorthair Mix,Cream Tabby/White,2016-06-30 11:29:00,2016-07-19 17:08:00,Adoption,Intact Male,2 months,2016,7,True
A688498,Dog,Yorkshire Terrier Mix,Silver/Tan,2014-09-20 11:56:00,2014-09-26 12:10:00,Adoption,Neutered Male,1 year,2014,9,True
A731061,Bird,Chicken Mix,Black,2016-07-15 11:29:00,2016-07-28 00:00:00,Transfer,Intact Male,5 months,2016,7,False
A746532,Dog,Chihuahua Shorthair Mix,Red,2017-04-04 13:15:00,2017-04-04 18:38:00,Return to Owner,Intact Male,3 years,2017,4,False
A759858,Dog,Miniature Schnauzer Mix,Tricolor,2017-10-13 13:29:00,2017-10-13 15:19:00,Return to Owner,Neutered Male,4 years,2017,10,False
A759858,Dog,Miniature Schnauzer Mix,Tricolor,2017-10-13 13:29:00,2017-10-12 17:43:00,Transfer,Neutered Male,4 years,2017,10,False
A701177,Dog,Labrador Retriever Mix,Tan,2015-04-24 20:26:00,2015-04-28 00:00:00,Transfer,Intact Female,2 months,2015,4,False
A763752,Dog,Labrador Retriever Mix,Brown/Black,2017-12-15 14:11:00,2017-12-15 10:56:00,Return to Owner,Spayed Female,2 years,2017,12,False
A698578,Cat,Domestic Medium Hair Mix,Tortie,2015-03-14 00:59:00,2015-03-14 19:02:00,Euthanasia,Intact Female,1 year,2015,3,False
A750292,Cat,Domestic Shorthair Mix,Black/White,2017-05-25 12:10:00,2017-05-25 15:34:00,Transfer,Unknown,1 day,2017,5,False
A679710,Dog,Border Collie Mix,Black/White,2014-06-10 13:35:00,2014-06-01 14:29:00,Adoption,Neutered Male,4 months,2014,6,True
A679710,Dog,Border Collie Mix,Black/White,2014-06-10 13:35:00,2014-06-11 15:02:00,Adoption,Neutered Male,4 months,2014,6,True
A743440,Dog,Labrador Retriever/Golden Retriever,Black/White,2017-02-10 13:34:00,2017-02-11 15:09:00,Transfer,Spayed Female,1 year,2017,2,False
A670807,Dog,Toy Poodle Mix,Silver/Chocolate,2014-01-14 14:28:00,2014-01-16 18:17:00,Return to Owner,Intact Male,3 years,2014,1,False
A766774,Dog,Vizsla,Red,2018-02-21 13:59:00,2018-02-20 18:27:00,Return to Owner,Neutered Male,14 years,2018,2,False
A766774,Dog,Vizsla,Red,2018-02-21 13:59:00,2018-02-21 17:52:00,Return to Owner,Neutered Male,14 years,2018,2,False
A761288,Dog,Labrador Retriever Mix,Brown/White,2017-11-02 12:22:00,2017-11-03 00:00:00,Transfer,Intact Female,1 month,2017,11,False
A686055,Other,Bat Mix,Brown,2014-08-15 18:48:00,2014-08-16 08:44:00,Disposal,Unknown,1 year,2014,8,False
A669090,Dog,Bloodhound Mix,Red,2013-12-14 12:34:00,2013-12-14 14:11:00,Return to Owner,Spayed Female,8 years,2013,12,False
A704316,Cat,Domestic Shorthair Mix,Black/White,2015-06-03 15:24:00,2015-07-04 10:30:00,Transfer,Intact Male,1 month,2015,7,False
A704637,Cat,Domestic Shorthair Mix,Blue Tabby,2015-06-07 12:44:00,2015-06-07 13:23:00,Transfer,Intact Male,3 weeks,2015,6,False
A672164,Dog,Yorkshire Terrier Mix,Gray/Tan,2014-02-05 11:30:00,2014-02-14 15:03:00,Transfer,Spayed Female,2 years,2014,2,False
A693772,Cat,Domestic Shorthair Mix,Blue,2014-12-14 12:57:00,2014-12-17 18:01:00,Adoption,Intact Male,3 months,2014,12,True
A711233,Dog,Dachshund Mix,Brown/White,2015-09-04 11:02:00,2015-09-10 14:06:00,Transfer,Intact Female,1 month,2015,9,False
A749244,Cat,Domestic Shorthair Mix,Brown Tabby,2017-05-12 15:05:00,2017-05-12 17:07:00,Transfer,Unknown,5 days,2017,5,False
